codigo_pedido;data_pedido;data_entrega;codigo_produto 1;codigo_produto 2;codigo_produto 3;codigo_produto4;quantidade;codigo_canal 1;codigo_canal 2;codigo_canal 3;codigo_canal 4;sts
17469;01/05/2018;01/05/2018;PRP025;BT0008;BT459;;24;10-50-60;0450;2026979B;2033168;
17470;01/05/2018;01/05/2018;PRP079;BT0008;BTN13004M;;24;10-50-60;0450;2026979B;2033168;
17471;01/05/2018;01/05/2018;PRP055;BT0024;BT1232;;12;10-50-60;0450;2026979B;2033168;
17472;01/05/2018;01/05/2018;PRP001;BT0008;110;;6;10-50-60;0450;2026979B;2033168;
17473;01/05/2018;01/05/2018;PRP047;BT0024;BT120;;12;10-50-60;0450;2026979B;2033168;
17474;01/05/2018;01/05/2018;PRP021;BT0024;113;;36;10-50-60;0450;2026979B;2033168;
17475;01/05/2018;01/05/2018;PRP021;BT0024;112;;36;10-50-60;0450;2026979B;2033168;
17476;01/05/2018;01/05/2018;PRP025;BT0010;467;;72;10-50-60;0450;2026979B;2033168;
17477;01/05/2018;01/05/2018;PRP055;BT0024;BT1222;;12;10-50-60;0450;2026979B;2033168;
17478;01/05/2018;01/05/2018;PRP025;BT0008;452;;60;10-50-60;0450;2026979B;2033168;
17479;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;15;10-50-60;0450;2026979B;2033168;
17480;01/05/2018;01/05/2018;PRP046;BT0008;49055;;25;10-50-60;0450;2026979B;2033168;
17481;01/05/2018;01/05/2018;PRP046;BT0008;4933;;15;10-50-60;0450;2026979B;2033168;
17482;01/05/2018;01/05/2018;PRP138;BT0024;144R;;6;10-50-60;0450;2026979B;2033168;
17483;01/05/2018;01/05/2018;PRP021;BT0059;565;;12;10-50-60;0450;2026979B;2033168;
17484;01/05/2018;01/05/2018;PRP021;BT0059;567;;12;10-50-60;0450;2026979B;2033168;
17485;01/05/2018;01/05/2018;PRP046;BT0008;BT4991;;12;10-50-60;0450;2026979B;2033168;
17486;01/05/2018;01/05/2018;PRP021;BT0024;215;;36;10-50-60;0450;2026979B;2033168;
17487;01/05/2018;01/05/2018;PRP025;BT0010;860;;12;10-50-60;0450;2026979B;2033168;
17488;01/05/2018;01/05/2018;PRP079;BT0008;BTN13002P;;12;10-50-60;0450;2026979B;2033168;
17489;01/05/2018;01/05/2018;PRP001;BT0024;BT202;;12;10-50-60;0450;2026979B;2033168;
17490;01/05/2018;01/05/2018;PRP066;BT0024;1842;;32;10-50-60;0450;2058880B;2025516;
17491;01/05/2018;01/05/2018;PRP138;BT0024;BT1902;;10;10-50-60;0450;2058880B;2025516;
17492;01/05/2018;01/05/2018;PRP138;BT0024;BT1912;;8;10-50-60;0450;2058880B;2025516;
17493;01/05/2018;01/05/2018;PRP138;BT0024;BT1922;;18;10-50-60;0450;2058880B;2025516;
17494;01/05/2018;01/05/2018;PRP047;BT0024;BT12;;36;10-50-60;0450;2058880B;2025516;
17495;01/05/2018;01/05/2018;PRP047;BT0024;150;;36;10-50-60;0450;2058880B;2025516;
17496;01/05/2018;01/05/2018;PRP055;BT0024;1302;;24;10-50-60;0450;2058880B;2025516;
17497;01/05/2018;01/05/2018;PRP003;BT0024;1384;;12;10-50-60;0450;2058880B;2025516;
17498;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;30;10-50-60;0450;2058880B;2025516;
17499;01/05/2018;01/05/2018;PRP046;BT0008;BT5005;;24;10-50-60;0450;2058880B;2025516;
17500;01/05/2018;01/05/2018;PRP047;BT0024;BT140;;12;10-50-60;0450;2058880B;2025516;
17501;01/05/2018;01/05/2018;PRP021;BT0059;566;;12;10-50-60;0450;2058880B;2025516;
17502;01/05/2018;01/05/2018;PRP066;BT0024;1002;;24;10-50-60;0450;2058880B;2025516;
17503;01/05/2018;01/05/2018;PRP001;BT0059;BT479;;12;10-50-60;0450;2058880B;2025516;
17504;01/05/2018;01/05/2018;PRP021;BT0024;114;;36;10-50-60;0450;2058880B;2025516;
17505;01/05/2018;01/05/2018;PRP138;BT0024;1382;;12;10-50-60;0450;2058880B;2025516;
17506;01/05/2018;01/05/2018;PRP138;BT0024;144R;;12;10-50-60;0450;2058880B;2025516;
17507;01/05/2018;01/05/2018;PRP001;BT0024;499;;24;10-50-60;0450;2058880B;2025516;
17508;01/05/2018;01/05/2018;PRP138;BT0024;BT192R;;12;10-50-60;0450;2058880B;2025516;
17509;01/05/2018;01/05/2018;PRP055;BT0024;1262;;12;10-50-60;0450;2058880B;2025516;
17510;01/05/2018;01/05/2018;PRP047;BT0024;145;;36;10-50-60;0450;2058880B;2025516;
17511;01/05/2018;01/05/2018;PRP067;BT0024;BT164215;;15;10-50-60;0450;2058880B;2025516;
17512;01/05/2018;01/05/2018;PRP077;BT0024;45;;12;10-50-60;0450;2058880B;2025516;
17513;01/05/2018;01/05/2018;PRP021;BT0024;BT250;;36;10-50-60;0450;2058880B;2025516;
17514;01/05/2018;01/05/2018;PRP108;BT0008;BT308;;12;10-50-60;0450;2058880B;2025516;
17515;01/05/2018;01/05/2018;PRP108;BT0008;BT307;;12;10-50-60;0450;2058880B;2025516;
17516;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;15;10-50-60;0450;2058880B;2025516;
17517;01/05/2018;01/05/2018;PRP138;BT0024;BT190R;;6;10-50-60;0450;2058880B;2025516;
17518;01/05/2018;01/05/2018;PRP108;BT0008;BT306;;12;10-50-60;0450;2058880B;2025516;
17519;01/05/2018;01/05/2018;PRP108;BT0008;BT301;;12;10-50-60;0450;2058880B;2025516;
17520;01/05/2018;01/05/2018;PRP066;BT0024;1882;;24;10-50-60;0450;2006007B;2006013;
17521;01/05/2018;01/05/2018;PRP138;BT0024;138R;;24;10-50-60;0450;2006007B;2006013;
17522;01/05/2018;01/05/2018;PRP021;BT0024;215;;144;10-50-60;0450;2006007B;2006013;
17523;01/05/2018;01/05/2018;PRP047;BT0024;150;;24;10-50-60;0450;2006007B;2006013;
17524;01/05/2018;01/05/2018;PRP047;BT0024;145;;72;10-50-60;0450;2006007B;2006013;
17525;01/05/2018;01/05/2018;PRP046;BT0008;4933;;45;10-50-60;0450;2006007B;2006013;
17526;01/05/2018;01/05/2018;PRP046;BT0008;BT5005;;24;10-50-60;0450;2006007B;2006013;
17527;01/05/2018;01/05/2018;PRP138;BT0024;132R;;24;10-50-60;0450;2006007B;2006013;
17528;01/05/2018;01/05/2018;PRP046;BT0008;BT4991;;24;10-50-60;0450;2006007B;2006013;
17529;01/05/2018;01/05/2018;PRP021;BT0059;566;;12;10-50-60;0450;2006007B;2006013;
17530;01/05/2018;01/05/2018;PRP055;BT0024;1302;;12;10-50-60;0450;2006007B;2006013;
17531;01/05/2018;01/05/2018;PRP021;BT0024;114;;36;10-50-60;0450;2006007B;2006013;
17532;01/05/2018;01/05/2018;PRP021;BT0024;605;;24;10-50-60;0450;2006007B;2006013;
17533;01/05/2018;01/05/2018;PRP001;BT0059;BT479;;12;10-50-60;0450;2006007B;2006013;
17534;01/05/2018;01/05/2018;PRP001;BT0008;107;;12;10-50-60;0450;2006007B;2006013;
17535;01/05/2018;01/05/2018;PRP138;BT0024;144R;;12;10-50-60;0450;2006007B;2006013;
17536;01/05/2018;01/05/2018;PRP001;BT0024;499;;24;10-50-60;0450;2006007B;2006013;
17537;01/05/2018;01/05/2018;PRP055;BT0024;1292;;12;10-50-60;0450;2006007B;2006013;
17538;01/05/2018;01/05/2018;PRP046;BT0008;49056;;50;10-50-60;0450;2006007B;2006013;
17539;01/05/2018;01/05/2018;PRP046;BT0008;49055;;50;10-50-60;0450;2006007B;2006013;
17540;01/05/2018;01/05/2018;PRP021;BT0059;565;;24;10-50-60;0450;2006007B;2006013;
17541;01/05/2018;01/05/2018;PRP046;BT0008;4941;;48;10-50-60;0450;2006007B;2006013;
17542;01/05/2018;01/05/2018;PRP079;BT0008;BTN13000M;;36;10-50-60;0450;2006007B;2006013;
17543;01/05/2018;01/05/2018;PRP079;BT0008;BTN13000G;;36;10-50-60;0450;2006007B;2006013;
17544;01/05/2018;01/05/2018;PRP021;BT0059;570;;36;10-50-60;0450;2006007B;2006013;
17545;01/05/2018;01/05/2018;PRP025;BT0008;453;;60;10-50-60;0450;2006007B;2006013;
17546;01/05/2018;01/05/2018;PRP021;BT0059;567;;24;10-50-60;0450;2006007B;2006013;
17547;01/05/2018;01/05/2018;PRP138;BT0024;BT1922;;6;10-50-60;0450;2006007B;2006013;
17548;01/05/2018;01/05/2018;PRP003;BT0024;1384;;6;10-50-60;0450;2006007B;2006013;
17549;01/05/2018;01/05/2018;PRP021;BT0061;151;;36;10-50-60;0450;2006007B;2006013;
17550;01/05/2018;01/05/2018;PRP046;BT0008;BT4983;;24;10-50-60;0450;2006007B;2006013;
17551;01/05/2018;01/05/2018;PRP055;BT0008;611;;12;10-50-60;0450;2006007B;2006013;
17552;01/05/2018;01/05/2018;PRP021;BT0024;115;;36;10-50-60;0450;2006007B;2006013;
17553;01/05/2018;01/05/2018;PRP021;BT0024;BT250;;36;10-50-60;0450;2006007B;2006013;
17554;01/05/2018;01/05/2018;PRP047;BT0024;BT140;;6;10-50-60;0450;2006007B;2006013;
17555;01/05/2018;01/05/2018;PRP079;BT0008;BTN13000P;;24;10-50-60;0450;2006007B;2006013;
17556;01/05/2018;01/05/2018;PRP055;BT0024;1282;;12;10-50-60;0450;2006007B;2006013;
17557;01/05/2018;01/05/2018;PRP047;BT0024;BT120;;12;10-50-60;0450;2006007B;2006013;
17558;01/05/2018;01/05/2018;PRP021;BT0024;113;;36;10-50-60;0450;2006007B;2006013;
17559;01/05/2018;01/05/2018;PRP055;BT0024;1272;;12;10-50-60;0450;2006007B;2006013;
17560;01/05/2018;01/05/2018;PRP021;BT0061;BT2033;;36;10-50-60;0450;2006007B;2006013;
17561;01/05/2018;01/05/2018;PRP138;BT0024;BT192R;;6;10-50-60;0450;2006007B;2006013;
17562;01/05/2018;01/05/2018;PRP001;BT0008;109;;12;10-50-60;0450;2006007B;2006013;
17563;01/05/2018;01/05/2018;PRP021;BT0024;BT260;;12;10-50-60;0450;2006007B;2006013;
17564;01/05/2018;01/05/2018;PRP001;BT0024;BT202;;12;10-50-60;0450;2006007B;2006013;
17565;01/05/2018;01/05/2018;PRP046;BT0008;BT5005;;48;10-50-60;0450;2006007B;2006010;
17566;01/05/2018;01/05/2018;PRP047;BT0024;150;;36;10-50-60;0450;2006007B;2006010;
17567;01/05/2018;01/05/2018;PRP021;BT0024;215;;180;10-50-60;0450;2006007B;2006010;
17568;01/05/2018;01/05/2018;PRP046;BT0008;BT4991;;36;10-50-60;0450;2006007B;2006010;
17569;01/05/2018;01/05/2018;PRP046;BT0008;49055;;100;10-50-60;0450;2006007B;2006010;
17570;01/05/2018;01/05/2018;PRP046;BT0008;49056;;75;10-50-60;0450;2006007B;2006010;
17571;01/05/2018;01/05/2018;PRP046;BT0008;49057;;75;10-50-60;0450;2006007B;2006010;
17572;01/05/2018;01/05/2018;PRP046;BT0008;4933;;45;10-50-60;0450;2006007B;2006010;
17573;01/05/2018;01/05/2018;PRP066;BT0024;1882;;12;10-50-60;0450;2006007B;2006010;
17574;01/05/2018;01/05/2018;PRP046;BT0061;BT2044;;100;10-50-60;0450;2006007B;2006010;
17575;01/05/2018;01/05/2018;PRP066;BT0024;1842;;8;10-50-60;0450;2006007B;2006010;
17576;01/05/2018;01/05/2018;PRP138;BT0024;1342;;6;10-50-60;0450;2006007B;2006010;
17577;01/05/2018;01/05/2018;PRP021;BT0024;115;;72;10-50-60;0450;2006007B;2006010;
17578;01/05/2018;01/05/2018;PRP021;BT0024;BT250;;72;10-50-60;0450;2006007B;2006010;
17579;01/05/2018;01/05/2018;PRP055;BT0024;1272;;24;10-50-60;0450;2006007B;2006010;
17580;01/05/2018;01/05/2018;PRP055;BT0024;1302;;12;10-50-60;0450;2006007B;2006010;
17581;01/05/2018;01/05/2018;PRP021;BT0024;605;;24;10-50-60;0450;2006007B;2006010;
17582;01/05/2018;01/05/2018;PRP001;BT0059;BT479;;12;10-50-60;0450;2006007B;2006010;
17583;01/05/2018;01/05/2018;PRP001;BT0024;499;;24;10-50-60;0450;2006007B;2006010;
17584;01/05/2018;01/05/2018;PRP046;BT0008;4941;;48;10-50-60;0450;2006007B;2006010;
17585;01/05/2018;01/05/2018;PRP021;BT0059;570;;36;10-50-60;0450;2006007B;2006010;
17586;01/05/2018;01/05/2018;PRP138;BT0024;BT1922;;6;10-50-60;0450;2006007B;2006010;
17587;01/05/2018;01/05/2018;PRP001;BT0008;3210;;72;10-50-60;0450;2006007B;2006010;
17588;01/05/2018;01/05/2018;PRP138;BT0024;138R;;12;10-50-60;0450;2006007B;2006010;
17589;01/05/2018;01/05/2018;PRP055;BT0024;1262;;12;10-50-60;0450;2006007B;2006010;
17590;01/05/2018;01/05/2018;PRP047;BT0024;145;;36;10-50-60;0450;2006007B;2006010;
17591;01/05/2018;01/05/2018;PRP067;BT0024;1632;;12;10-50-60;0450;2006007B;2006010;
17592;01/05/2018;01/05/2018;PRP055;BT0024;1252;;12;10-50-60;0450;2006007B;2006010;
17593;01/05/2018;01/05/2018;PRP138;BT0024;132R;;12;10-50-60;0450;2006007B;2006010;
17594;01/05/2018;01/05/2018;PRP046;BT0008;BT4990;;24;10-50-60;0450;2006007B;2006010;
17595;01/05/2018;01/05/2018;PRP055;BT0024;1282;;12;10-50-60;0450;2006007B;2006010;
17596;01/05/2018;01/05/2018;PRP047;BT0024;BT120;;12;10-50-60;0450;2006007B;2006010;
17597;01/05/2018;01/05/2018;PRP021;BT0024;113;;36;10-50-60;0450;2006007B;2006010;
17598;01/05/2018;01/05/2018;PRP046;BT0008;BT5004;;12;10-50-60;0450;2006007B;2006010;
17599;01/05/2018;01/05/2018;PRP046;BT0008;BT5003;;12;10-50-60;0450;2006007B;2006010;
17600;01/05/2018;01/05/2018;PRP138;BT0024;144R;;6;10-50-60;0450;2006007B;2006010;
17601;01/05/2018;01/05/2018;PRP021;BT0059;565;;12;10-50-60;0450;2006007B;2006010;
17602;01/05/2018;01/05/2018;PRP021;BT0059;567;;12;10-50-60;0450;2006007B;2006010;
17603;01/05/2018;01/05/2018;PRP001;BT0008;109;;12;10-50-60;0450;2006007B;2006010;
17604;01/05/2018;01/05/2018;PRP021;BT0024;BT260;;12;10-50-60;0450;2006007B;2006010;
17605;01/05/2018;01/05/2018;PRP001;BT0024;BT202;;12;10-50-60;0450;2006007B;2006010;
17606;01/05/2018;01/05/2018;PRP025;BT0008;BTN45010;;900;10-50-60;0450;2019329B;2019329;
17607;01/05/2018;01/05/2018;PRP001;BT0008;321012;;432;10-50-60;0450;2019329B;2019329;
17608;01/05/2018;01/05/2018;PRP055;BT0024;1272;;12;10-50-60;0450;2019329B;2019329;
17609;01/05/2018;01/05/2018;PRP067;BT0024;BT1672M4;;600;10-50-60;0450;2081085B;2081087;
17610;01/05/2018;01/05/2018;PRP138;BT0024;BT1932;;24;10-50-60;0450;2081085B;2081087;
17611;01/05/2018;01/05/2018;PRP138;BT0024;BT1972;;6;10-50-60;0450;2081085B;2081087;
17612;01/05/2018;01/05/2018;PRP138;BT0024;BT1912;;4;10-50-60;0450;2081085B;2081087;
17613;01/05/2018;01/05/2018;PRP138;BT0024;1442;;6;10-50-60;0450;2081085B;2081087;
17614;01/05/2018;01/05/2018;PRP051;BT0059;BT5820;;36;10-50-60;0450;2081085B;2081087;
17615;01/05/2018;01/05/2018;PRP051;BT0024;BT710;;36;10-50-60;0450;2081085B;2081087;
17616;01/05/2018;01/05/2018;PRP051;BT0024;BT712;;36;10-50-60;0450;2081085B;2081087;
17617;01/05/2018;01/05/2018;PRP051;BT0024;BT711;;36;10-50-60;0450;2081085B;2081087;
17618;01/05/2018;01/05/2018;PRP051;BT0024;BT800;;24;10-50-60;0450;2081085B;2081087;
17619;01/05/2018;01/05/2018;PRP051;BT0059;BT5942;;12;10-50-60;0450;2081085B;2081087;
17620;01/05/2018;01/05/2018;PRP051;BT0059;BT5941;;12;10-50-60;0450;2081085B;2081087;
17621;01/05/2018;01/05/2018;PRP051;BT0059;BT5940;;12;10-50-60;0450;2081085B;2081087;
17622;01/05/2018;01/05/2018;PRP021;BT0024;BT270;;12;10-50-60;0450;2081085B;2081087;
17623;01/05/2018;01/05/2018;PRP025;BT0061;BT4514D144;;1440;10-50-60;0450;2025028B;2028515;
17624;01/05/2018;01/05/2018;PRP067;BT0024;BT1672M4;;150;10-50-60;0450;2025028B;2028515;
17625;01/05/2018;01/05/2018;PRP046;BT0008;49056;;250;10-50-60;0450;2025028B;2028515;
17626;01/05/2018;01/05/2018;PRP021;BT0024;215;;180;10-50-60;0450;2025028B;2028515;
17627;01/05/2018;01/05/2018;PRP025;BT0008;4523;;120;10-50-60;0450;2025028B;2028515;
17628;01/05/2018;01/05/2018;PRP047;BT0024;145;;72;10-50-60;0450;2025028B;2028515;
17629;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;30;10-50-60;0450;2025028B;2028515;
17630;01/05/2018;01/05/2018;PRP021;BT0061;BT2033;;108;10-50-60;0450;2025028B;2028515;
17631;01/05/2018;01/05/2018;PRP021;BT0024;BT250;;72;10-50-60;0450;2025028B;2028515;
17632;01/05/2018;01/05/2018;PRP138;BT0024;144R;;12;10-50-60;0450;2025028B;2028515;
17633;01/05/2018;01/05/2018;PRP046;BT0008;4933;;30;10-50-60;0450;2025028B;2028515;
17634;01/05/2018;01/05/2018;PRP067;BT0024;1692;;12;10-50-60;0450;2025028B;2028515;
17635;01/05/2018;01/05/2018;PRP055;BT0024;1252;;12;10-50-60;0450;2025028B;2028515;
17636;01/05/2018;01/05/2018;PRP138;BT0024;132R;;12;10-50-60;0450;2025028B;2028515;
17637;01/05/2018;01/05/2018;PRP021;BT0024;115;;36;10-50-60;0450;2025028B;2028515;
17638;01/05/2018;01/05/2018;PRP021;BT0024;113;;36;10-50-60;0450;2025028B;2028515;
17639;01/05/2018;01/05/2018;PRP021;BT0024;112;;36;10-50-60;0450;2025028B;2028515;
17640;01/05/2018;01/05/2018;PRP055;BT0024;1272;;12;10-50-60;0450;2025028B;2028515;
17641;01/05/2018;01/05/2018;PRP079;BT0008;BTN13000G;;12;10-50-60;0450;2025028B;2028515;
17642;01/05/2018;01/05/2018;PRP001;BT0024;BT202;;12;10-50-60;0450;2025028B;2028515;
17643;01/05/2018;01/05/2018;PRP025;BT0008;4544D144;;720;10-50-60;0450;2025028B;2005977;
17644;01/05/2018;01/05/2018;PRP025;BT0061;BT4514D144;;720;10-50-60;0450;2025028B;2005977;
17645;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;60;10-50-60;0450;2025028B;2005977;
17646;01/05/2018;01/05/2018;PRP047;BT0024;150;;24;10-50-60;0450;2025028B;2005977;
17647;01/05/2018;01/05/2018;PRP021;BT0061;BT2033;;108;10-50-60;0450;2025028B;2005977;
17648;01/05/2018;01/05/2018;PRP046;BT0008;BT5005;;24;10-50-60;0450;2025028B;2005977;
17649;01/05/2018;01/05/2018;PRP046;BT0008;4933;;45;10-50-60;0450;2025028B;2005977;
17650;01/05/2018;01/05/2018;PRP046;BT0061;BT2044;;100;10-50-60;0450;2025028B;2005977;
17651;01/05/2018;01/05/2018;PRP021;BT0024;114;;36;10-50-60;0450;2025028B;2005977;
17652;01/05/2018;01/05/2018;PRP138;BT0024;1442;;6;10-50-60;0450;2025028B;2005977;
17653;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;30;10-50-60;0450;2025028B;2005977;
17654;01/05/2018;01/05/2018;PRP025;BT0008;458;;60;10-50-60;0450;2025028B;2005977;
17655;01/05/2018;01/05/2018;PRP046;BT0008;4941;;48;10-50-60;0450;2025028B;2005977;
17656;01/05/2018;01/05/2018;PRP046;BT0008;BT4991;;24;10-50-60;0450;2025028B;2005977;
17657;01/05/2018;01/05/2018;PRP001;BT0008;3210;;72;10-50-60;0450;2025028B;2005977;
17658;01/05/2018;01/05/2018;PRP025;BT0008;4563;;60;10-50-60;0450;2025028B;2005977;
17659;01/05/2018;01/05/2018;PRP047;BT0024;145;;36;10-50-60;0450;2025028B;2005977;
17660;01/05/2018;01/05/2018;PRP138;BT0024;132R;;12;10-50-60;0450;2025028B;2005977;
17661;01/05/2018;01/05/2018;PRP079;BT0008;BTN13002M;;24;10-50-60;0450;2025028B;2005977;
17662;01/05/2018;01/05/2018;PRP021;BT0024;115;;36;10-50-60;0450;2025028B;2005977;
17663;01/05/2018;01/05/2018;PRP079;BT0008;BTN13000M;;24;10-50-60;0450;2025028B;2005977;
17664;01/05/2018;01/05/2018;PRP079;BT0008;BTN13000P;;24;10-50-60;0450;2025028B;2005977;
17665;01/05/2018;01/05/2018;PRP055;BT0024;1282;;12;10-50-60;0450;2025028B;2005977;
17666;01/05/2018;01/05/2018;PRP055;BT0024;1272;;12;10-50-60;0450;2025028B;2005977;
17667;01/05/2018;01/05/2018;PRP138;BT0024;144R;;6;10-50-60;0450;2025028B;2005977;
17668;01/05/2018;01/05/2018;PRP021;BT0059;565;;12;10-50-60;0450;2025028B;2005977;
17669;01/05/2018;01/05/2018;PRP021;BT0059;567;;12;10-50-60;0450;2025028B;2005977;
17670;01/05/2018;01/05/2018;PRP025;BT0010;4673;;24;10-50-60;0450;2025028B;2005977;
17671;01/05/2018;01/05/2018;PRP079;BT0008;BTN13002P;;12;10-50-60;0450;2025028B;2005977;
17672;01/05/2018;01/05/2018;PRP025;BT0008;4544D144;;1440;10-50-60;0450;2025028B;2005988;
17673;01/05/2018;01/05/2018;PRP046;BT0008;49057;;250;10-50-60;0450;2025028B;2005988;
17674;01/05/2018;01/05/2018;PRP025;BT0008;4523;;120;10-50-60;0450;2025028B;2005988;
17675;01/05/2018;01/05/2018;PRP021;BT0024;215;;108;10-50-60;0450;2025028B;2005988;
17676;01/05/2018;01/05/2018;PRP066;BT0024;1002;;24;10-50-60;0450;2025028B;2005988;
17677;01/05/2018;01/05/2018;PRP001;BT0024;201;;24;10-50-60;0450;2025028B;2005988;
17678;01/05/2018;01/05/2018;PRP021;BT0061;BT2033;;72;10-50-60;0450;2025028B;2005988;
17679;01/05/2018;01/05/2018;PRP021;BT0059;565;;24;10-50-60;0450;2025028B;2005988;
17680;01/05/2018;01/05/2018;PRP046;BT0008;BT4991;;24;10-50-60;0450;2025028B;2005988;
17681;01/05/2018;01/05/2018;PRP021;BT0059;567;;24;10-50-60;0450;2025028B;2005988;
17682;01/05/2018;01/05/2018;PRP025;BT0010;466;;60;10-50-60;0450;2025028B;2005988;
17683;01/05/2018;01/05/2018;PRP047;BT0024;150;;12;10-50-60;0450;2025028B;2005988;
17684;01/05/2018;01/05/2018;PRP055;BT0024;1252;;12;10-50-60;0450;2025028B;2005988;
17685;01/05/2018;01/05/2018;PRP055;BT0008;611;;12;10-50-60;0450;2025028B;2005988;
17686;01/05/2018;01/05/2018;PRP046;BT0008;BT4990;;24;10-50-60;0450;2025028B;2005988;
17687;01/05/2018;01/05/2018;PRP079;BT0008;BTN13002P;;24;10-50-60;0450;2025028B;2005988;
17688;01/05/2018;01/05/2018;PRP021;BT0024;BT250;;36;10-50-60;0450;2025028B;2005988;
17689;01/05/2018;01/05/2018;PRP021;BT0024;113;;36;10-50-60;0450;2025028B;2005988;
17690;01/05/2018;01/05/2018;PRP046;BT0008;BT5001;;25;10-50-60;0450;2025028B;2005988;
17691;01/05/2018;01/05/2018;PRP046;BT0008;4941;;24;10-50-60;0450;2025028B;2005988;
17692;01/05/2018;01/05/2018;PRP021;BT0024;BT260;;12;10-50-60;0450;2025028B;2005988;
17693;01/05/2018;01/05/2018;PRP001;BT0024;BT202;;12;10-50-60;0450;2025028B;2005988;
17694;01/05/2018;01/05/2018;PRP025;BT0061;BTN45103;;2280;10-50-60;0450;2019011B;2019011;
17695;01/05/2018;01/05/2018;PRP025;BT0061;45110;;4680;10-50-60;0450;2019011B;2019011;
17696;01/05/2018;01/05/2018;PRP001;BT0008;3215;;432;10-50-60;0450;2019011B;2019011;
17697;01/05/2018;01/05/2018;PRP025;BT0008;4544D144;;288;10-50-60;0450;2019011B;2019011;
17698;01/05/2018;01/05/2018;PRP047;BT0024;150;;36;10-50-60;0450;2019011B;2019011;
17699;01/05/2018;01/05/2018;PRP138;BT0061;BT2024;;18;10-50-60;0450;2019011B;2019011;
17700;01/05/2018;01/05/2018;PRP025;BT0008;4544D144;;720;10-50-60;0450;2025028B;2005983;
17701;01/05/2018;01/05/2018;PRP138;BT0024;1442;;24;10-50-60;0450;2025028B;2005983;
17702;01/05/2018;01/05/2018;PRP046;BT0008;BT5005;;48;10-50-60;0450;2025028B;2005983;
17703;01/05/2018;01/05/2018;PRP067;BT0024;BT1672M4;;45;10-50-60;0450;2025028B;2005983;
17704;01/05/2018;01/05/2018;PRP066;BT0024;1002;;36;10-50-60;0450;2025028B;2005983;
17705;01/05/2018;01/05/2018;PRP079;BT0008;BTN13000M;;60;10-50-60;0450;2025028B;2005983;
17706;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;30;10-50-60;0450;2025028B;2005983;
17707;01/05/2018;01/05/2018;PRP046;BT0008;4933;;45;10-50-60;0450;2025028B;2005983;
17708;01/05/2018;01/05/2018;PRP021;BT0024;215;;108;10-50-60;0450;2025028B;2005983;
17709;01/05/2018;01/05/2018;PRP025;BT0008;4523;;60;10-50-60;0450;2025028B;2005983;
17710;01/05/2018;01/05/2018;PRP046;BT0008;49057;;50;10-50-60;0450;2025028B;2005983;
17711;01/05/2018;01/05/2018;PRP046;BT0008;49055;;50;10-50-60;0450;2025028B;2005983;
17712;01/05/2018;01/05/2018;PRP021;BT0061;BT2033;;72;10-50-60;0450;2025028B;2005983;
17713;01/05/2018;01/05/2018;PRP079;BT0008;BTN13000G;;36;10-50-60;0450;2025028B;2005983;
17714;01/05/2018;01/05/2018;PRP025;BT0008;453;;60;10-50-60;0450;2025028B;2005983;
17715;01/05/2018;01/05/2018;PRP025;BT0008;4563;;60;10-50-60;0450;2025028B;2005983;
17716;01/05/2018;01/05/2018;PRP047;BT0024;150;;12;10-50-60;0450;2025028B;2005983;
17717;01/05/2018;01/05/2018;PRP055;BT0024;1262;;12;10-50-60;0450;2025028B;2005983;
17718;01/05/2018;01/05/2018;PRP047;BT0024;145;;36;10-50-60;0450;2025028B;2005983;
17719;01/05/2018;01/05/2018;PRP067;BT0024;BT164215;;15;10-50-60;0450;2025028B;2005983;
17720;01/05/2018;01/05/2018;PRP138;BT0024;132R;;12;10-50-60;0450;2025028B;2005983;
17721;01/05/2018;01/05/2018;PRP021;BT0024;BT250;;36;10-50-60;0450;2025028B;2005983;
17722;01/05/2018;01/05/2018;PRP055;BT0024;1282;;12;10-50-60;0450;2025028B;2005983;
17723;01/05/2018;01/05/2018;PRP047;BT0024;BT120;;12;10-50-60;0450;2025028B;2005983;
17724;01/05/2018;01/05/2018;PRP021;BT0024;112;;36;10-50-60;0450;2025028B;2005983;
17725;01/05/2018;01/05/2018;PRP138;BT0024;144R;;6;10-50-60;0450;2025028B;2005983;
17726;01/05/2018;01/05/2018;PRP021;BT0059;567;;12;10-50-60;0450;2025028B;2005983;
17727;01/05/2018;01/05/2018;PRP001;BT0024;BT202;;12;10-50-60;0450;2025028B;2005983;
17728;01/05/2018;01/05/2018;PRP067;BT0024;BT1672M4;;600;10-50-60;0450;2081085B;2081085;
17729;01/05/2018;01/05/2018;PRP138;BT0024;BT1972;;6;10-50-60;0450;2081085B;2081085;
17730;01/05/2018;01/05/2018;PRP138;BT0024;BT1912;;4;10-50-60;0450;2081085B;2081085;
17731;01/05/2018;01/05/2018;PRP001;BT0008;BT3503;;48;10-50-60;0450;2081085B;2081085;
17732;01/05/2018;01/05/2018;PRP046;BT0008;BT4983;;48;10-50-60;0450;2081085B;2081085;
